mortstat,mortality_heart,mortality_malignant_neoplasms,mortality_chronic_lower_respiratory,mortality_accidents,mortality_cerebrovascular,mortality_alzheimer,mortality_diabetes_mellitus,mortality_influenza_pneumonia,mortality_nephrosis,mortality_other
0.2180327868852459,0.05245901639344262,0.04590163934426229,0.010245901639344262,0.004508196721311476,0.015983606557377048,0.009426229508196722,0.012295081967213115,0.003278688524590164,0.005327868852459016,0.05860655737704918
