mortstat,mortality_heart,mortality_malignant_neoplasms,mortality_chronic_lower_respiratory,mortality_accidents,mortality_cerebrovascular,mortality_alzheimer,mortality_diabetes_mellitus,mortality_influenza_pneumonia,mortality_nephrosis,mortality_other
0.17295081967213113,0.04139344262295082,0.0389344262295082,0.009016393442622951,0.003278688524590164,0.011065573770491803,0.00819672131147541,0.009836065573770493,0.003278688524590164,0.0028688524590163933,0.045081967213114756
